常用频道,#genre#
乐山文旅生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.173:5140
自贡综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.169:5140
自贡文化生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.178:5140
广元综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.167:5140
广元文化生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.179:5140
德阳新闻综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.176:5140
德阳文旅科教,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.165:5140
内江综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.164:5140
内江科教生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.181:5140
凉山综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.171:5140
凉山彝语综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.175:5140
资阳综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.183:5140
宜宾公共,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.172:5140
宜宾综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.161:5140
攀枝花综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.168:5140
泸州综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.163:5140
泸州科教生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.182:5140
雅安综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.166:5140
雅安文化生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.180:5140
眉山综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.170:5140
眉山文旅乡村,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.174:5140

北京源,#genre#
iHOT爱体育,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.143:5140
iHOT爱动漫,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.141:5140
iHOT爱历史,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.135:5140
iHOT爱喜剧,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.129:5140
iHOT爱喜剧,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.71:5140
iHOT爱奇谈,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.130:5140
iHOT爱幼教,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.139:5140
iHOT爱悬疑,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.136:5140
iHOT爱旅行,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.137:5140
iHOT爱浪漫,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.128:5140
iHOT爱玩具,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.140:5140
iHOT爱科幻,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.131:5140
iHOT爱谍战,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.134:5140
iHOT爱赛车,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.144:5140
iHOT爱院线,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.132:5140
CHC影迷电影,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.174:5140
CHC家庭影院,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.173:5140
CHC动作电影,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.175:5140
梨园频道,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.16:5140
天元围棋,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.152:5140
法治天地,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.166:5140
游戏风云,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.46:5140
茶频道,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.154:5140
金色学堂,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.165:5140
金鹰纪实,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.1:5140
环球旅游,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.147:5140
快乐垂钓,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.153:5140
生活时尚,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.146:5140
中国交通,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.87:5140
中国天气,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.167:5140
乐游,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.164:5140
动漫秀场,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.171:5140
凤凰中文,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.51:5140
凤凰中文,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.52:5140
凤凰资讯,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.49:5140
凤凰资讯,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.50:5140
北京纪实科教,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.109:5140
东方财经,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.59:5140
都市剧场,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.133:5140
乐山综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.162:5140
乐山文旅生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.173:5140
自贡综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.169:5140
自贡文化生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.178:5140
广元综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.167:5140
广元文化生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.179:5140
德阳新闻综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.176:5140
德阳文旅科教,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.165:5140
内江综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.164:5140
内江科教生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.181:5140
凉山综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.171:5140
凉山彝语综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.175:5140
资阳综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.183:5140
宜宾公共,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.172:5140
宜宾综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.161:5140
攀枝花综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.168:5140
泸州综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.163:5140
泸州科教生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.182:5140
雅安综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.166:5140
雅安文化生活,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.180:5140
眉山综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.170:5140
眉山文旅乡村,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.174:5140

江苏,#genre#
江苏新闻高清,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.120:8000
江苏教育高清,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.122:8000
江苏城市高清,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.107:8000
江苏综艺高清,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.108:8000
江苏体育高清,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.117:8000
江苏影视高清,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.118:8000
江苏卡通高清,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.119:8000

CCTV央视,#genre#
CCTV1,https://60.191.56.186:8888/hls/1/index.m3u8
CCTV2,https://60.191.56.186:8888/hls/2/index.m3u8
CCTV3,https://60.191.56.186:8888/hls/3/index.m3u8
CCTV4,http://www.liuliuball.cn:8888/udp/239.69.1.138:10466
CCTV5,https://60.191.56.186:8888/hls/5/index.m3u8
CCTV5+,https://60.191.56.186:8888/hls/15/index.m3u8
CCTV6,https://60.191.56.186:8888/hls/6/index.m3u8
CCTV7,https://60.191.56.186:8888/hls/7/index.m3u8
CCTV8,https://60.191.56.186:8888/hls/8/index.m3u8
CCTV9,https://60.191.56.186:8888/hls/9/index.m3u8
CCTV10,https://60.191.56.186:8888/hls/10/index.m3u8
CCTV11,http://www.liuliuball.cn:8888/udp/239.69.1.154:10560
CCTV12,https://60.191.56.186:8888/hls/12/index.m3u8
CCTV13,https://60.191.56.186:8888/hls/13/index.m3u8
CCTV14,http://www.liuliuball.cn:8888/udp/239.69.1.107:10280
CCTV15,https://60.191.56.186:8888/hls/14/index.m3u8
CCTV16,https://60.191.56.186:8888/hls/16/index.m3u8

海外央卫,#genre#
CCTV-1HD,http://192.151.150.154/live/cctv1hd.m3u8
CCTV-2HD,http://192.151.150.154/live/cctv2hd.m3u8
CCTV-3HD,http://192.151.150.154/live/cctv3hd.m3u8
CCTV-4HD,http://192.151.150.154/live/cctv4hd.m3u8
CCTV-5HD,http://192.151.150.154/live/cctv5hd.m3u8
CCTV-6HD,http://192.151.150.154/live/cctv6hd.m3u8
CCTV-7HD,http://192.151.150.154/live/cctv7hd.m3u8
CCTV-8HD,http://192.151.150.154/live/cctv8hd.m3u8
CCTV-9HD,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-10HD,http://192.151.150.154/live/cctv10hd.m3u8
CCTV-11HD,http://192.151.150.154/live/cctv11hd.m3u8
CCTV-12HD,http://192.151.150.154/live/cctv12hd.m3u8
CCTV-13HD,http://192.151.150.154/live/cctv13hd.m3u8
CCTV-14HD,http://192.151.150.154/live/cctv14hd.m3u8
CCTV-15HD,http://192.151.150.154/live/cctv15hd.m3u8
CCTV-16HD,http://192.151.150.154/live/cctv16hd.m3u8
CCTV-17HD,http://192.151.150.154/live/cctv17hd.m3u8
CCTV-5+HD,http://192.151.150.154/live/cctv5p.m3u8
湖南卫视HD,http://192.151.150.154/live/hnwshd.m3u8
东方卫视HD,http://192.151.150.154/live/dfwshd.m3u8
浙江卫视HD,http://192.151.150.154/live/zjwshd.m3u8
江苏卫视HD,http://192.151.150.154/live/jswshd.m3u8
山东卫视HD,http://192.151.150.154/live/sdwshd.m3u8
天津卫视HD,http://192.151.150.154/live/tjwshd.m3u8
四川卫视HD,http://192.151.150.154/live/scwshd.m3u8
山西卫视HD,http://192.151.150.154/live/sxwshd.m3u8
宁夏卫视,http://192.151.150.154/live/nxws.m3u8
内蒙古卫视,http://192.151.150.154/live/nmgws.m3u8
新疆卫视,http://192.151.150.154/live/xjws.m3u8
三沙卫视,http://192.151.150.154/live/ssws.m3u8
CCTV-电视指南,http://192.151.150.154/live/dszn.m3u8
CCTV-高尔夫网球,http://192.151.150.154/live/gefwq.m3u8
哈哈炫动HD,http://192.151.150.154/live/xdkthd.m3u8
上海都市HD,http://192.151.150.154/live/shylhd.m3u8
广西移动,http://192.151.150.154/live/gxyd.m3u8
天津新闻,http://192.151.150.154/live/tjtv1.m3u8
天津文艺,http://192.151.150.154/live/tjtv2.m3u8
天津影视,http://192.151.150.154/live/tjtv3.m3u8
天津都市,http://192.151.150.154/live/tjtv4.m3u8
天津体育,http://192.151.150.154/live/tjtv5.m3u8
天津教育,http://192.151.150.154/live/tjtv6.m3u8
湖北公共新闻,http://192.151.150.154/live/hbgg.m3u8
湖南国际,http://192.151.150.154/live/hngj.m3u8
江西都市频道,http://192.151.150.154/live/jxtv2.m3u8
江西经济生活,http://192.151.150.154/live/jxtv3.m3u8
江西公共农业,http://192.151.150.154/live/jxtv5.m3u8
江西陶瓷频道,http://192.151.150.154/live/jxtv10.m3u8
邵氏电影,http://192.151.150.154/live/lbssdy.m3u8
邵氏武侠,http://192.151.150.154/live/lbsswx.m3u8
邵氏动作,http://192.151.150.154/live/lbssdz.m3u8
邵氏喜剧,http://192.151.150.154/live/lbssxj.m3u8

4K,#genre# 
湖南卫视4K超高清,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
四川卫视4K,http://115.29.208.41/sctv.php?id=10

山东,#genre#
山东卫视,http://115.29.208.41:34567/sd.php?id=sdws
山东齐鲁,http://115.29.208.41:34567/sd.php?id=qlpd
山东新闻,http://115.29.208.41:34567/sd.php?id=xwpd
山东体育休闲,http://115.29.208.41:34567/sd.php?id=tyxx
山东生活,http://115.29.208.41:34567/sd.php?id=shpd
山东综艺,http://115.29.208.41:34567/sd.php?id=zypd
山东农科,http://115.29.208.41:34567/sd.php?id=nkpd
山东文旅,http://115.29.208.41:34567/sd.php?id=wlpd
山东少儿,http://115.29.208.41:34567/sd.php?id=sepd
山东教育卫视,http://115.29.208.41:34567/sd.php?id=sdjy
山东居家购物,http://115.29.208.41:34567/sd.php?id=sdjjgw

济南,#genre#
济南济南新闻综合频道,http://115.29.208.41:34567/sd.php?id=1676
济南都市频道,http://115.29.208.41:34567/sd.php?id=1807
济南文旅体育频道,http://115.29.208.41:34567/sd.php?id=1842
济南生活频道,http://115.29.208.41:34567/sd.php?id=1855
济南少儿频道,http://115.29.208.41:34567/sd.php?id=2234
济南鲁中频道,http://115.29.208.41:34567/sd.php?id=1857
长清新闻,http://115.29.208.41:34567/sd.php?id=jncqxw
长清生活,http://115.29.208.41:34567/sd.php?id=jncqsh
济铁电视台,http://115.29.208.41:34567/sd.php?id=jnjrtv
济阳综合,http://115.29.208.41:34567/sd.php?id=jnjyzh
济阳影视,http://115.29.208.41:34567/sd.php?id=jnjyys
历城新闻综合,http://115.29.208.41:34567/sd.php?id=jnlcxw
平阴综合,http://115.29.208.41:34567/sd.php?id=jnpyzh
平阴乡村振兴,http://115.29.208.41:34567/sd.php?id=jnpyxc
商河综合,http://115.29.208.41:34567/sd.php?id=jnshzh
商河影视,http://115.29.208.41:34567/sd.php?id=jnshys
章丘综合,http://115.29.208.41:34567/sd.php?id=jnzqzh
章丘公共,http://115.29.208.41:34567/sd.php?id=jnzqgg

东营,#genre#
东营新闻综合,http://115.29.208.41:34567/sd.php?id=dyxwzh
东营公共,http://115.29.208.41:34567/sd.php?id=dygg
东营公共2,http://115.29.208.41:34567/sd.php?id=dygg2
东营科教,http://115.29.208.41:34567/sd.php?id=dykj
东营区新闻综合,http://115.29.208.41:34567/sd.php?id=dydyqxw
东营区科教影视,http://115.29.208.41:34567/sd.php?id=dydyqkj
广饶综合,http://115.29.208.41:34567/sd.php?id=dygrzh
广饶科教文艺,http://115.29.208.41:34567/sd.php?id=dygrkj
垦利新闻综合,http://115.29.208.41:34567/sd.php?id=dyklxw
利津综合,http://115.29.208.41:34567/sd.php?id=dyljzh
利津文化生活,http://115.29.208.41:34567/sd.php?id=dyljwh

青岛,#genre#
城阳综合,http://115.29.208.41:34567/sd.php?id=qdcyzh
黄岛综合,http://115.29.208.41:34567/sd.php?id=qdhdzh
黄岛生活,http://115.29.208.41:34567/sd.php?id=qdhdsh
即墨综合,http://115.29.208.41:34567/sd.php?id=qdjmzh
即墨生活服务,http://115.29.208.41:34567/sd.php?id=qdjmsh
胶州综合,http://115.29.208.41:34567/sd.php?id=qdjzzh
胶州生活,http://115.29.208.41:34567/sd.php?id=qdjzsh
李沧TV,http://115.29.208.41:34567/sd.php?id=qdlc
崂山TV,http://115.29.208.41:34567/sd.php?id=qdls
莱西综合,http://115.29.208.41:34567/sd.php?id=qdlxzh
莱西生活,http://115.29.208.41:34567/sd.php?id=qdlxsh
平度新闻综合,http://115.29.208.41:34567/sd.php?id=qdpdxw
平度生活服务,http://115.29.208.41:34567/sd.php?id=qdpdsh

潍坊,#genre#
潍坊经济生活,http://115.29.208.41:34567/sd.php?id=wfsh
潍坊公共频道,http://115.29.208.41:34567/sd.php?id=wfyswy
潍坊科教文化,http://115.29.208.41:34567/sd.php?id=wfkjwl
潍坊高新区,http://115.29.208.41:34567/sd.php?id=wfgxq
安丘综合,http://115.29.208.41:34567/sd.php?id=wfaqzh
安丘民生,http://115.29.208.41:34567/sd.php?id=wfaqms
滨海新闻综合,http://115.29.208.41:34567/sd.php?id=wfbhxw
昌乐综合,http://115.29.208.41:34567/sd.php?id=wfclzh
昌邑综合,http://115.29.208.41:34567/sd.php?id=wfcyzh
昌邑经济生活,http://115.29.208.41:34567/sd.php?id=wfcyjj
坊子新闻综合,http://115.29.208.41:34567/sd.php?id=wffzxw
高密综合,http://115.29.208.41:34567/sd.php?id=wfgmzh
高密党建农科,http://115.29.208.41:34567/sd.php?id=wfgmdj
寿光综合频道,http://115.29.208.41:34567/sd.php?id=wfsgxw
寿光蔬菜频道,http://115.29.208.41:34567/sd.php?id=wfsgsc
寒亭新闻,http://115.29.208.41:34567/sd.php?id=wfhtxw
奎文电视台,http://115.29.208.41:34567/sd.php?id=wfkwtv
临朐新闻综合,http://115.29.208.41:34567/sd.php?id=wflqxw
青州综合,http://115.29.208.41:34567/sd.php?id=wfqzzh
青州文化旅游,http://115.29.208.41:34567/sd.php?id=wfqzwh
潍城TV,http://115.29.208.41:34567/sd.php?id=wfwc

烟台,#genre#
长岛TV,http://115.29.208.41:34567/sd.php?id=ytcd
福山综合,http://115.29.208.41:34567/sd.php?id=ytfszh
海阳综合,http://115.29.208.41:34567/sd.php?id=ythyzh
龙口综合,http://115.29.208.41:34567/sd.php?id=ytlkzh
龙口生活,http://115.29.208.41:34567/sd.php?id=ytlksh
莱山综合,http://115.29.208.41:34567/sd.php?id=ytlszh
莱山影视,http://115.29.208.41:34567/sd.php?id=ytlsys
莱阳综合,http://115.29.208.41:34567/sd.php?id=ytlyzh
莱阳民生综艺,http://115.29.208.41:34567/sd.php?id=ytlyms
莱州综合,http://115.29.208.41:34567/sd.php?id=ytlzzh
牟平综合,http://115.29.208.41:34567/sd.php?id=ytmpzh
蓬莱综合,http://115.29.208.41:34567/sd.php?id=ytplzh
蓬莱综艺,http://115.29.208.41:34567/sd.php?id=ytplzy
栖霞综合,http://115.29.208.41:34567/sd.php?id=ytqxzh
栖霞苹果,http://115.29.208.41:34567/sd.php?id=ytqxpg
招远综合,http://115.29.208.41:34567/sd.php?id=ytzyzh
招远综艺,http://115.29.208.41:34567/sd.php?id=ytzyzy
烟台新闻综合,http://115.29.208.41:34567/sd.php?id=ytxwzh
烟台公共频道,http://115.29.208.41:34567/sd.php?id=ytggpd

淄博,#genre#
博山新闻,http://115.29.208.41:34567/sd.php?id=zbbsxw
博山图文,http://115.29.208.41:34567/sd.php?id=zbbstw
高青综合,http://115.29.208.41:34567/sd.php?id=zbgqzh
高青影视,http://115.29.208.41:34567/sd.php?id=zbgqys
桓台综合,http://115.29.208.41:34567/sd.php?id=zbht1
桓台影视,http://115.29.208.41:34567/sd.php?id=zbht2
临淄新闻综合,http://115.29.208.41:34567/sd.php?id=zblzxw
临淄生活服务,http://115.29.208.41:34567/sd.php?id=zblzsh
沂源综合,http://115.29.208.41:34567/sd.php?id=zbyyzh
沂源生活,http://115.29.208.41:34567/sd.php?id=zbyysh
淄川新闻,http://115.29.208.41:34567/sd.php?id=zbzcxw
淄川生活,http://115.29.208.41:34567/sd.php?id=zbzcsh
张店综合,http://115.29.208.41:34567/sd.php?id=zbzd1
张店2,http://115.29.208.41:34567/sd.php?id=zbzd2
周村新闻,http://115.29.208.41:34567/sd.php?id=zbzctv1
周村生活,http://115.29.208.41:34567/sd.php?id=zbzctv2

枣庄,#genre#
山亭综合,http://115.29.208.41:34567/sd.php?id=zzstzh
枣庄市中综合,http://115.29.208.41:34567/sd.php?id=zzszzh
台儿庄新闻综合,http://115.29.208.41:34567/sd.php?id=zztezxw
滕州综合,http://115.29.208.41:34567/sd.php?id=zztzzh
薛城新闻综合,http://115.29.208.41:34567/sd.php?id=zzxcxw
峄城综合,http://115.29.208.41:34567/sd.php?id=zzyczh

滨州,#genre#
滨城TV,http://115.29.208.41:34567/sd.php?id=bzbctv
惠民综合,http://115.29.208.41:34567/sd.php?id=bzhmzh
惠民影视,http://115.29.208.41:34567/sd.php?id=bzhmys
无棣综合,http://115.29.208.41:34567/sd.php?id=bzwdzh
无棣综艺,http://115.29.208.41:34567/sd.php?id=bzwdzy
阳信新闻综合,http://115.29.208.41:34567/sd.php?id=bzyxxw
沾化综合,http://115.29.208.41:34567/sd.php?id=bzzhzh
沾化综艺,http://115.29.208.41:34567/sd.php?id=bzzhzy
邹平综合,http://115.29.208.41:34567/sd.php?id=bzzpzh
邹平民生,http://115.29.208.41:34567/sd.php?id=bzzpms
滨州新闻综合,http://115.29.208.41:34567/sd.php?id=bzxwzh
滨州民生频道,http://115.29.208.41:34567/sd.php?id=bzmspd

德州,#genre#
德州新闻综合,http://115.29.208.41:34567/sd.php?id=dzxwzh
德州经济生活,http://115.29.208.41:34567/sd.php?id=dzjjsh
德州图文,http://115.29.208.41:34567/sd.php?id=dztw
陵城综合,http://115.29.208.41:34567/sd.php?id=dzlczh
乐陵新闻综合,http://115.29.208.41:34567/sd.php?id=dzllxw
乐陵城市生活,http://115.29.208.41:34567/sd.php?id=dzllcs
临邑1,http://115.29.208.41:34567/sd.php?id=dzly1
宁津综合,http://115.29.208.41:34567/sd.php?id=dznjzh
平原综合,http://115.29.208.41:34567/sd.php?id=dzpyzh
齐河综合,http://115.29.208.41:34567/sd.php?id=dzqhzh
庆云综合,http://115.29.208.41:34567/sd.php?id=dzqyzh
庆云生活,http://115.29.208.41:34567/sd.php?id=dzqysh
武城综合,http://115.29.208.41:34567/sd.php?id=dzwczh
武城综艺影视,http://115.29.208.41:34567/sd.php?id=dzwczy
夏津综合,http://115.29.208.41:34567/sd.php?id=dzxjzh
夏津公共,http://115.29.208.41:34567/sd.php?id=dzxjgg
禹城综合,http://115.29.208.41:34567/sd.php?id=dzyczh
禹城综艺,http://115.29.208.41:34567/sd.php?id=dzyczy

菏泽,#genre#
成武综合,http://115.29.208.41:34567/sd.php?id=hzcwzh
成武综艺,http://115.29.208.41:34567/sd.php?id=hzcwzy
曹县综合,http://115.29.208.41:34567/sd.php?id=hzcxzh
东明新闻综合,http://115.29.208.41:34567/sd.php?id=hzdmxw
定陶新闻,http://115.29.208.41:34567/sd.php?id=hzdt1
定陶综艺,http://115.29.208.41:34567/sd.php?id=hzdt2
鄄城综合,http://115.29.208.41:34567/sd.php?id=hzjczh
牡丹区新闻综合,http://115.29.208.41:34567/sd.php?id=hzmdxw
牡丹区综艺,http://115.29.208.41:34567/sd.php?id=hzmdzy
单县综合,http://115.29.208.41:34567/sd.php?id=hzsxzh
郓城新闻,http://115.29.208.41:34567/sd.php?id=hzycxw
郓城综艺,http://115.29.208.41:34567/sd.php?id=hzyczy
菏泽1套新闻频道,http://115.29.208.41:34567/sd.php?id=hz1xw
菏泽2套经济频道,http://115.29.208.41:34567/sd.php?id=hz2jj

济宁,#genre#
嘉祥生活,http://115.29.208.41:34567/sd.php?id=jijiash
梁山综合,http://115.29.208.41:34567/sd.php?id=jilszh
曲阜新闻综合,http://115.29.208.41:34567/sd.php?id=jiqfxw
任城新闻综合,http://115.29.208.41:34567/sd.php?id=jircxw
任城影视娱乐,http://115.29.208.41:34567/sd.php?id=jircys
泗水新闻综合,http://115.29.208.41:34567/sd.php?id=jissxw
泗水文化生活,http://115.29.208.41:34567/sd.php?id=jisswh
汶上综合,http://115.29.208.41:34567/sd.php?id=jiwszh
鱼台新闻,http://115.29.208.41:34567/sd.php?id=jiytxw
鱼台生活,http://115.29.208.41:34567/sd.php?id=jiytsh
兖州新闻,http://115.29.208.41:34567/sd.php?id=jiyzxw
兖州生活,http://115.29.208.41:34567/sd.php?id=jiyzsh
邹城综合,http://115.29.208.41:34567/sd.php?id=jizczh
邹城文化生活,http://115.29.208.41:34567/sd.php?id=jizcwh

聊城,#genre#
茌平综合,http://115.29.208.41:34567/sd.php?id=lccpzh
茌平生活,http://115.29.208.41:34567/sd.php?id=lccpsh
东昌综合,http://115.29.208.41:34567/sd.php?id=lcdczh
东阿综合,http://115.29.208.41:34567/sd.php?id=lcdezh
东阿综艺,http://115.29.208.41:34567/sd.php?id=lcdezy
高唐综合,http://115.29.208.41:34567/sd.php?id=lcgtzh
高唐综艺,http://115.29.208.41:34567/sd.php?id=lcgtzy
冠县综合,http://115.29.208.41:34567/sd.php?id=lcgxzh
临清综合,http://115.29.208.41:34567/sd.php?id=lclqzh
临清经济信息,http://115.29.208.41:34567/sd.php?id=lclqjj
莘县综合,http://115.29.208.41:34567/sd.php?id=lcsxzh
莘县生活,http://115.29.208.41:34567/sd.php?id=lcsxsh
阳谷综合,http://115.29.208.41:34567/sd.php?id=lcygzh
阳谷影视,http://115.29.208.41:34567/sd.php?id=lcygys

临沂,#genre#
河东影视,http://115.29.208.41:34567/sd.php?id=lyhdys
河东综合,http://115.29.208.41:34567/sd.php?id=lyhdzh
莒南综合,http://115.29.208.41:34567/sd.php?id=lyjnzh
莒南影视,http://115.29.208.41:34567/sd.php?id=lyjnys
兰陵综合,http://115.29.208.41:34567/sd.php?id=lyllzh
兰山综合,http://115.29.208.41:34567/sd.php?id=lylszh
临沭综合,http://115.29.208.41:34567/sd.php?id=lyls1
临沭生活,http://115.29.208.41:34567/sd.php?id=lyls2
罗庄综合,http://115.29.208.41:34567/sd.php?id=lylzzh
蒙阴综合,http://115.29.208.41:34567/sd.php?id=lymy1
蒙阴2套,http://115.29.208.41:34567/sd.php?id=lymy2
平邑综合,http://115.29.208.41:34567/sd.php?id=lypyzh
平邑生活,http://115.29.208.41:34567/sd.php?id=lypysh
郯城综合,http://115.29.208.41:34567/sd.php?id=lytc1
郯城2套,http://115.29.208.41:34567/sd.php?id=lytc2
沂南综合,http://115.29.208.41:34567/sd.php?id=lyynzh
沂南红色影视,http://115.29.208.41:34567/sd.php?id=lyynys
沂水综合,http://115.29.208.41:34567/sd.php?id=lyys1
沂水生活,http://115.29.208.41:34567/sd.php?id=lyys2

日照,#genre#
日照新闻综合频道,http://115.29.208.41:34567/sd.php?id=rzdst
日照电视科教频道,http://115.29.208.41:34567/sd.php?id=rz_12
日照电视公共频道,http://115.29.208.41:34567/sd.php?id=rz_13
莒县综合,http://115.29.208.41:34567/sd.php?id=rzjx1
莒县2套,http://115.29.208.41:34567/sd.php?id=rzjx2
岚山TV,http://115.29.208.41:34567/sd.php?id=rzls
五莲综合,http://115.29.208.41:34567/sd.php?id=rzwlzh
五莲文化旅游,http://115.29.208.41:34567/sd.php?id=rzwlwh

泰安,#genre#
东平综合,http://115.29.208.41:34567/sd.php?id=tadpzh
东平民生,http://115.29.208.41:34567/sd.php?id=tadpms
岱岳TV,http://115.29.208.41:34567/sd.php?id=tady
肥城综合,http://115.29.208.41:34567/sd.php?id=tafczh
肥城生活,http://115.29.208.41:34567/sd.php?id=tafcsh
宁阳综合,http://115.29.208.41:34567/sd.php?id=tany1
宁阳2套,http://115.29.208.41:34567/sd.php?id=tany2
泰山TV,http://115.29.208.41:34567/sd.php?id=tats
新泰综合,http://115.29.208.41:34567/sd.php?id=taxtzh
新泰乡村,http://115.29.208.41:34567/sd.php?id=taxtxc
泰安综合频道,http://115.29.208.41:34567/sd.php?id=tazhpd
泰安经济生活,http://115.29.208.41:34567/sd.php?id=tajjsh

威海,#genre#
威海新闻综合,http://115.29.208.41:34567/sd.php?id=whxwzh
